user_id,age_group,gender,city,income_level,meal_type,recipe_name,ingredient_category,purchase_frequency,avg_spend_per_month,review_text,rating,preferred_platform,review_text_clean,sentiment_score,sentiment_label
U1942,25-34,Female,Brampton,Medium,Lunch,Butter Chicken,Protein,4,174.37,"Average taste, could be better.",3.4,Amazon Fresh,average taste could better,0.4404,Positive
U1943,55-64,Male,Toronto,Medium,Lunch,Biryani,Protein,10,76.22,Too spicy for me.,2.6,Walmart Online,spicy,0.0,Negative
U1944,25-34,Female,Mississauga,Low,Breakfast,Chole Bhature,Spices,6,102.43,Not authentic enough.,4.6,Amazon Fresh,authentic enough,0.0,Negative
U1945,65+,Male,Ottawa,Medium,Snack,Paneer Tikka,Vegetables,10,72.89,"Average taste, could be better.",2.4,YouTube,average taste could better,0.4404,Positive
U1946,35-44,Other,Toronto,Medium,Dinner,Palak Paneer,Protein,4,66.45,"Great recipe, easy to follow.",2.6,YouTube,great recipe easy follow,0.7906,Positive
U1947,35-44,Male,Ottawa,Medium,Breakfast,Butter Chicken,Grains,6,94.89,"Great recipe, easy to follow.",3.1,YouTube,great recipe easy follow,0.7906,Positive
U1948,35-44,Female,Windsor,Low,Snack,Biryani,Dairy,1,134.66,"Great recipe, easy to follow.",4.2,YouTube,great recipe easy follow,0.7906,Positive
U1949,65+,Female,Ottawa,High,Lunch,Tandoori Chicken,Grains,6,150.86,"Great recipe, easy to follow.",2.1,Instagram,great recipe easy follow,0.7906,Positive
U1950,35-44,Female,Toronto,Medium,Dinner,Paneer Tikka,Grains,6,82.07,Too spicy for me.,4.8,Pinterest,spicy,0.0,Negative
U1951,45-54,Male,Toronto,High,Snack,Masala Dosa,Grains,2,87.63,Too spicy for me.,3.2,YouTube,spicy,0.0,Negative
U1952,55-64,Female,Markham,High,Dinner,Chole Bhature,Vegetables,10,48.81,Would definitely try again!,4.4,Facebook,would definitely try,0.4574,Positive
U1953,25-34,Female,Ottawa,High,Dinner,Biryani,Vegetables,10,128.57,Would definitely try again!,3.1,Instagram,would definitely try,0.4574,Positive
U1954,25-34,Female,Brampton,Low,Dinner,Masala Dosa,Vegetables,9,90.71,"Average taste, could be better.",4.1,Walmart Online,average taste could better,0.4404,Positive
U1955,65+,Other,Markham,Low,Snack,Rajma Chawal,Dairy,6,186.52,Would definitely try again!,1.2,Amazon Fresh,would definitely try,0.4574,Positive
U1956,35-44,Other,Hamilton,Medium,Snack,Butter Chicken,Spices,7,136.39,Tastes just like home cooking.,4.2,Amazon Fresh,tastes like home cooking,0.3612,Positive
U1957,35-44,Male,London,Low,Lunch,Paneer Tikka,Protein,2,113.14,"Average taste, could be better.",3.1,Instagram,average taste could better,0.4404,Positive
U1958,18-24,Male,Hamilton,Medium,Dinner,Butter Chicken,Protein,2,94.36,Would definitely try again!,2.8,Facebook,would definitely try,0.4574,Positive
U1959,55-64,Female,Brampton,Medium,Breakfast,Biryani,Spices,2,60.21,Loved the flavor!,1.4,Facebook,loved flavor,0.636,Positive
U1960,45-54,Other,Markham,Medium,Breakfast,Samosa,Protein,10,65.29,Tastes just like home cooking.,4.0,Amazon Fresh,tastes like home cooking,0.3612,Positive
U1961,25-34,Female,London,Low,Breakfast,Samosa,Grains,9,95.11,Not authentic enough.,1.5,Facebook,authentic enough,0.0,Negative
U1962,18-24,Female,Markham,High,Snack,Chole Bhature,Dairy,3,92.04,"Great recipe, easy to follow.",1.8,YouTube,great recipe easy follow,0.7906,Positive
U1963,18-24,Other,Toronto,Low,Lunch,Rajma Chawal,Protein,4,80.03,Loved the flavor!,1.5,Amazon Fresh,loved flavor,0.636,Positive
U1964,65+,Other,London,Medium,Snack,Tandoori Chicken,Dairy,1,135.08,Tastes just like home cooking.,1.0,YouTube,tastes like home cooking,0.3612,Positive
U1965,25-34,Other,Windsor,Medium,Dinner,Palak Paneer,Spices,1,140.57,"Average taste, could be better.",3.6,YouTube,average taste could better,0.4404,Positive
U1966,65+,Male,Ottawa,Medium,Breakfast,Paneer Tikka,Protein,4,101.65,Too spicy for me.,2.1,Amazon Fresh,spicy,0.0,Negative
U1967,45-54,Male,Hamilton,Medium,Snack,Paneer Tikka,Dairy,2,197.41,"Great recipe, easy to follow.",1.6,Instagram,great recipe easy follow,0.7906,Positive
U1968,18-24,Female,London,Low,Breakfast,Biryani,Grains,8,50.13,Not authentic enough.,2.3,Walmart Online,authentic enough,0.0,Negative
U1969,18-24,Male,Ottawa,Medium,Snack,Samosa,Grains,4,122.33,Not authentic enough.,3.0,Instagram,authentic enough,0.0,Negative
U1970,55-64,Other,Markham,Low,Breakfast,Dal Makhani,Spices,3,111.26,"Average taste, could be better.",3.0,Pinterest,average taste could better,0.4404,Positive
U1971,45-54,Other,Brampton,Low,Dinner,Tandoori Chicken,Vegetables,3,97.97,"Average taste, could be better.",2.5,Pinterest,average taste could better,0.4404,Positive
U1972,18-24,Male,London,Medium,Breakfast,Biryani,Protein,6,92.09,Too spicy for me.,3.0,YouTube,spicy,0.0,Negative
U1973,45-54,Female,Ottawa,Medium,Dinner,Tandoori Chicken,Grains,6,119.72,"Great recipe, easy to follow.",2.7,YouTube,great recipe easy follow,0.7906,Positive
U1974,25-34,Female,Markham,Medium,Dinner,Dal Makhani,Grains,6,110.98,Would definitely try again!,4.3,Instagram,would definitely try,0.4574,Positive
U1975,35-44,Male,Markham,Medium,Snack,Samosa,Spices,6,104.32,"Great recipe, easy to follow.",1.1,Instagram,great recipe easy follow,0.7906,Positive
U1976,18-24,Female,Markham,High,Snack,Masala Dosa,Grains,8,68.05,"Great recipe, easy to follow.",4.5,YouTube,great recipe easy follow,0.7906,Positive
U1977,55-64,Female,Brampton,High,Snack,Dal Makhani,Protein,8,55.28,Not authentic enough.,2.0,Facebook,authentic enough,0.0,Negative
U1978,25-34,Female,Toronto,Medium,Dinner,Biryani,Spices,9,108.46,Delicious and quick to make!,3.9,Walmart Online,delicious quick make,0.6114,Positive
U1979,45-54,Other,Brampton,Low,Lunch,Palak Paneer,Dairy,1,103.92,Too spicy for me.,2.6,Walmart Online,spicy,0.0,Negative
U1980,65+,Other,Brampton,Medium,Lunch,Tandoori Chicken,Spices,10,112.12,"Great recipe, easy to follow.",2.2,Pinterest,great recipe easy follow,0.7906,Positive
U1981,25-34,Male,Windsor,Low,Dinner,Rajma Chawal,Protein,8,115.66,Loved the flavor!,3.5,Facebook,loved flavor,0.636,Positive
U1982,18-24,Other,Hamilton,Medium,Dinner,Biryani,Protein,5,99.1,Loved the flavor!,4.1,Walmart Online,loved flavor,0.636,Positive
U1983,45-54,Female,Markham,Medium,Snack,Masala Dosa,Dairy,3,111.5,"Average taste, could be better.",2.8,Amazon Fresh,average taste could better,0.4404,Positive
U1984,35-44,Other,Ottawa,Medium,Snack,Palak Paneer,Spices,10,85.86,Too spicy for me.,2.9,YouTube,spicy,0.0,Negative
U1985,25-34,Male,London,Medium,Snack,Samosa,Protein,3,180.96,Would definitely try again!,1.2,Instagram,would definitely try,0.4574,Positive
U1986,18-24,Other,Hamilton,Low,Lunch,Chole Bhature,Protein,6,88.01,Tastes just like home cooking.,4.7,YouTube,tastes like home cooking,0.3612,Positive
U1987,55-64,Female,Markham,Medium,Lunch,Paneer Tikka,Dairy,8,105.16,"Great recipe, easy to follow.",4.4,Amazon Fresh,great recipe easy follow,0.7906,Positive
U1988,65+,Female,Mississauga,Medium,Dinner,Dal Makhani,Vegetables,10,91.05,Tastes just like home cooking.,2.6,Walmart Online,tastes like home cooking,0.3612,Positive
U1989,45-54,Male,Brampton,Medium,Lunch,Paneer Tikka,Spices,2,90.38,"Great recipe, easy to follow.",4.1,YouTube,great recipe easy follow,0.7906,Positive
U1990,25-34,Other,Mississauga,Medium,Snack,Biryani,Protein,9,120.99,Not authentic enough.,2.3,Amazon Fresh,authentic enough,0.0,Negative
U1991,25-34,Other,Markham,Medium,Snack,Samosa,Grains,5,115.91,"Great recipe, easy to follow.",3.9,Facebook,great recipe easy follow,0.7906,Positive
U1992,35-44,Other,Hamilton,Medium,Snack,Butter Chicken,Dairy,5,101.62,Tastes just like home cooking.,3.1,Walmart Online,tastes like home cooking,0.3612,Positive
U1993,35-44,Female,Ottawa,Medium,Snack,Palak Paneer,Vegetables,1,108.66,Would definitely try again!,2.8,Pinterest,would definitely try,0.4574,Positive
U1994,55-64,Male,Hamilton,Low,Snack,Rajma Chawal,Vegetables,6,91.21,"Great recipe, easy to follow.",1.2,Facebook,great recipe easy follow,0.7906,Positive
U1995,65+,Other,Windsor,Low,Breakfast,Paneer Tikka,Dairy,5,136.07,"Great recipe, easy to follow.",4.9,Pinterest,great recipe easy follow,0.7906,Positive
U1996,55-64,Female,Ottawa,Medium,Dinner,Tandoori Chicken,Vegetables,7,202.21,"Average taste, could be better.",4.3,Pinterest,average taste could better,0.4404,Positive
U1997,18-24,Female,Ottawa,Low,Dinner,Masala Dosa,Protein,7,85.01,Not authentic enough.,4.2,Facebook,authentic enough,0.0,Negative
U1998,18-24,Female,Markham,Medium,Lunch,Paneer Tikka,Vegetables,4,135.76,Delicious and quick to make!,2.2,Amazon Fresh,delicious quick make,0.6114,Positive
U1999,55-64,Other,Toronto,Medium,Snack,Biryani,Spices,5,121.8,Delicious and quick to make!,2.2,Amazon Fresh,delicious quick make,0.6114,Positive
U2000,65+,Other,Markham,High,Breakfast,Palak Paneer,Grains,10,146.75,Loved the flavor!,3.3,Instagram,loved flavor,0.636,Positive
U2001,55-64,Other,Brampton,High,Snack,Palak Paneer,Protein,8,147.87,Loved the flavor!,4.4,Instagram,loved flavor,0.636,Positive
U2002,65+,Other,Hamilton,Low,Snack,Dal Makhani,Dairy,2,128.22,"Average taste, could be better.",4.7,Pinterest,average taste could better,0.4404,Positive
U2003,65+,Other,Ottawa,High,Lunch,Butter Chicken,Grains,1,118.41,Would definitely try again!,2.1,YouTube,would definitely try,0.4574,Positive
U2004,45-54,Other,Markham,Medium,Breakfast,Dal Makhani,Protein,6,102.62,Too spicy for me.,3.4,Walmart Online,spicy,0.0,Negative
U2005,65+,Other,Markham,Medium,Breakfast,Chole Bhature,Grains,4,89.4,Too spicy for me.,3.9,Instagram,spicy,0.0,Negative
U2006,35-44,Other,Hamilton,Low,Dinner,Rajma Chawal,Vegetables,10,116.13,Not authentic enough.,1.9,Walmart Online,authentic enough,0.0,Negative
U2007,65+,Other,Hamilton,High,Snack,Samosa,Dairy,3,68.62,Tastes just like home cooking.,2.6,Facebook,tastes like home cooking,0.3612,Positive
U2008,65+,Female,Windsor,Low,Breakfast,Biryani,Dairy,7,96.25,Tastes just like home cooking.,1.7,YouTube,tastes like home cooking,0.3612,Positive
U2009,65+,Other,Ottawa,High,Dinner,Biryani,Spices,8,164.27,"Great recipe, easy to follow.",3.8,Pinterest,great recipe easy follow,0.7906,Positive
U2010,18-24,Male,London,Low,Breakfast,Samosa,Vegetables,4,123.94,Delicious and quick to make!,4.5,Walmart Online,delicious quick make,0.6114,Positive
U2011,35-44,Female,Windsor,Medium,Snack,Samosa,Spices,10,155.71,Delicious and quick to make!,4.5,Facebook,delicious quick make,0.6114,Positive
U2012,35-44,Other,Mississauga,Medium,Dinner,Samosa,Spices,6,178.79,Not authentic enough.,3.7,Pinterest,authentic enough,0.0,Negative
U2013,55-64,Male,Brampton,Low,Breakfast,Butter Chicken,Vegetables,2,112.92,Tastes just like home cooking.,2.4,Walmart Online,tastes like home cooking,0.3612,Positive
U2014,45-54,Other,Brampton,Low,Lunch,Samosa,Protein,8,128.29,Loved the flavor!,3.6,YouTube,loved flavor,0.636,Positive
U2015,65+,Male,London,Medium,Breakfast,Samosa,Spices,6,107.93,"Average taste, could be better.",4.5,Instagram,average taste could better,0.4404,Positive
U2016,25-34,Male,Toronto,Low,Snack,Paneer Tikka,Grains,9,87.5,Would definitely try again!,3.5,Amazon Fresh,would definitely try,0.4574,Positive
U2017,45-54,Male,Windsor,Medium,Lunch,Tandoori Chicken,Protein,6,81.88,Delicious and quick to make!,2.7,Pinterest,delicious quick make,0.6114,Positive
U2018,45-54,Male,London,Medium,Breakfast,Palak Paneer,Vegetables,6,153.73,Delicious and quick to make!,4.7,Instagram,delicious quick make,0.6114,Positive
U2019,35-44,Female,Toronto,High,Breakfast,Samosa,Dairy,2,128.35,Too spicy for me.,4.3,Walmart Online,spicy,0.0,Negative
U2020,45-54,Female,Toronto,Medium,Dinner,Paneer Tikka,Protein,5,193.86,"Average taste, could be better.",4.5,Facebook,average taste could better,0.4404,Positive
U2021,65+,Male,London,Low,Snack,Chole Bhature,Spices,9,158.88,"Great recipe, easy to follow.",4.6,Facebook,great recipe easy follow,0.7906,Positive
U2022,65+,Other,Brampton,Medium,Breakfast,Palak Paneer,Grains,1,90.75,"Average taste, could be better.",2.6,Instagram,average taste could better,0.4404,Positive
U2023,18-24,Male,Mississauga,Low,Breakfast,Rajma Chawal,Vegetables,4,153.61,Too spicy for me.,4.4,Amazon Fresh,spicy,0.0,Negative
U2024,65+,Female,Brampton,High,Breakfast,Palak Paneer,Dairy,10,107.8,Loved the flavor!,3.3,Pinterest,loved flavor,0.636,Positive
U2025,65+,Other,Markham,High,Snack,Butter Chicken,Grains,10,168.67,"Great recipe, easy to follow.",1.2,Pinterest,great recipe easy follow,0.7906,Positive
U2026,35-44,Female,Brampton,Medium,Lunch,Samosa,Dairy,3,100.55,Loved the flavor!,3.5,Instagram,loved flavor,0.636,Positive
U2027,65+,Female,Brampton,Low,Snack,Palak Paneer,Vegetables,1,77.9,Too spicy for me.,2.9,YouTube,spicy,0.0,Negative
U2028,18-24,Other,Windsor,High,Dinner,Chole Bhature,Protein,1,88.17,Too spicy for me.,2.1,Walmart Online,spicy,0.0,Negative
U2029,25-34,Male,London,High,Dinner,Butter Chicken,Spices,1,90.21,Loved the flavor!,4.9,Instagram,loved flavor,0.636,Positive
U2030,35-44,Male,London,High,Snack,Samosa,Vegetables,1,86.39,"Great recipe, easy to follow.",1.2,YouTube,great recipe easy follow,0.7906,Positive
U2031,25-34,Male,Markham,High,Breakfast,Dal Makhani,Grains,2,97.1,Loved the flavor!,4.8,Pinterest,loved flavor,0.636,Positive
U2032,35-44,Male,Markham,Medium,Breakfast,Palak Paneer,Protein,5,154.27,"Great recipe, easy to follow.",1.6,Walmart Online,great recipe easy follow,0.7906,Positive
U2033,55-64,Other,Windsor,Low,Lunch,Samosa,Dairy,2,191.84,Not authentic enough.,2.5,Pinterest,authentic enough,0.0,Negative
U2034,45-54,Other,London,Medium,Snack,Dal Makhani,Protein,4,66.79,Not authentic enough.,2.7,Amazon Fresh,authentic enough,0.0,Negative
U2035,55-64,Other,Brampton,Medium,Snack,Butter Chicken,Protein,9,170.54,"Great recipe, easy to follow.",3.9,Facebook,great recipe easy follow,0.7906,Positive
U2036,65+,Female,Mississauga,Medium,Breakfast,Masala Dosa,Grains,3,100.89,Loved the flavor!,1.9,YouTube,loved flavor,0.636,Positive
U2037,25-34,Other,Toronto,Medium,Dinner,Tandoori Chicken,Spices,2,133.92,"Average taste, could be better.",4.9,Amazon Fresh,average taste could better,0.4404,Positive
U2038,65+,Male,Hamilton,Low,Dinner,Masala Dosa,Protein,4,53.83,"Average taste, could be better.",4.0,Amazon Fresh,average taste could better,0.4404,Positive
U2039,45-54,Female,Toronto,Medium,Lunch,Dal Makhani,Protein,9,140.96,"Great recipe, easy to follow.",4.2,Amazon Fresh,great recipe easy follow,0.7906,Positive
U2040,35-44,Male,Markham,Medium,Lunch,Biryani,Spices,4,39.79,Delicious and quick to make!,1.4,YouTube,delicious quick make,0.6114,Positive
U2041,45-54,Male,Markham,Low,Dinner,Tandoori Chicken,Spices,5,132.56,Too spicy for me.,2.9,Walmart Online,spicy,0.0,Negative
U2042,18-24,Other,Toronto,Medium,Snack,Tandoori Chicken,Dairy,4,130.29,Delicious and quick to make!,4.8,Pinterest,delicious quick make,0.6114,Positive
U2043,45-54,Other,Hamilton,High,Lunch,Chole Bhature,Dairy,8,127.64,"Average taste, could be better.",2.1,Walmart Online,average taste could better,0.4404,Positive
U2044,18-24,Male,Brampton,High,Breakfast,Chole Bhature,Spices,4,90.6,Loved the flavor!,1.6,Facebook,loved flavor,0.636,Positive
U2045,45-54,Male,Mississauga,Medium,Snack,Samosa,Vegetables,2,141.98,Tastes just like home cooking.,2.9,Walmart Online,tastes like home cooking,0.3612,Positive
U2046,18-24,Female,Mississauga,Medium,Breakfast,Palak Paneer,Spices,4,135.64,"Great recipe, easy to follow.",4.7,Walmart Online,great recipe easy follow,0.7906,Positive
U2047,25-34,Other,Toronto,Low,Lunch,Masala Dosa,Dairy,2,111.6,Too spicy for me.,2.9,Pinterest,spicy,0.0,Negative
U2048,65+,Female,Hamilton,Medium,Dinner,Rajma Chawal,Grains,9,146.87,Would definitely try again!,2.6,Pinterest,would definitely try,0.4574,Positive
U2049,65+,Female,Windsor,Medium,Lunch,Biryani,Grains,8,116.18,Too spicy for me.,3.6,YouTube,spicy,0.0,Negative
U2050,55-64,Female,Markham,Medium,Dinner,Rajma Chawal,Protein,9,141.15,Tastes just like home cooking.,4.7,Facebook,tastes like home cooking,0.3612,Positive
U2051,65+,Male,Ottawa,High,Snack,Samosa,Grains,4,114.96,"Great recipe, easy to follow.",1.2,Instagram,great recipe easy follow,0.7906,Positive
U2052,35-44,Female,Brampton,Medium,Lunch,Dal Makhani,Dairy,1,128.67,Loved the flavor!,1.6,Pinterest,loved flavor,0.636,Positive
U2053,45-54,Female,Windsor,Low,Lunch,Tandoori Chicken,Grains,3,142.99,Loved the flavor!,1.5,Pinterest,loved flavor,0.636,Positive
U2054,55-64,Male,Toronto,Low,Lunch,Biryani,Vegetables,7,104.08,Not authentic enough.,1.3,Facebook,authentic enough,0.0,Negative
U2055,35-44,Other,Mississauga,Medium,Snack,Samosa,Spices,1,70.65,Tastes just like home cooking.,2.2,Instagram,tastes like home cooking,0.3612,Positive
U2056,35-44,Other,Markham,Medium,Breakfast,Biryani,Spices,8,131.04,"Great recipe, easy to follow.",1.9,Pinterest,great recipe easy follow,0.7906,Positive
U2057,18-24,Female,Windsor,High,Breakfast,Paneer Tikka,Dairy,9,167.58,Too spicy for me.,3.2,Walmart Online,spicy,0.0,Negative
U2058,65+,Male,Windsor,Medium,Dinner,Masala Dosa,Protein,8,131.97,Too spicy for me.,2.3,Facebook,spicy,0.0,Negative
U2059,25-34,Other,London,Medium,Lunch,Chole Bhature,Spices,5,132.73,Tastes just like home cooking.,2.6,Pinterest,tastes like home cooking,0.3612,Positive
U2060,25-34,Female,London,Medium,Breakfast,Masala Dosa,Grains,9,118.31,"Great recipe, easy to follow.",4.8,YouTube,great recipe easy follow,0.7906,Positive
U2061,55-64,Female,Hamilton,Medium,Snack,Rajma Chawal,Vegetables,4,149.56,Too spicy for me.,1.6,Pinterest,spicy,0.0,Negative
U2062,25-34,Male,Hamilton,Medium,Lunch,Biryani,Protein,9,112.56,"Average taste, could be better.",2.6,Instagram,average taste could better,0.4404,Positive
U2063,45-54,Female,Toronto,Medium,Dinner,Butter Chicken,Protein,1,101.84,Would definitely try again!,2.0,Walmart Online,would definitely try,0.4574,Positive
U2064,25-34,Other,Windsor,Medium,Breakfast,Chole Bhature,Protein,3,164.21,Tastes just like home cooking.,3.2,Instagram,tastes like home cooking,0.3612,Positive
U2065,55-64,Male,Ottawa,Low,Snack,Rajma Chawal,Spices,4,98.78,Not authentic enough.,3.9,Facebook,authentic enough,0.0,Negative
U2066,25-34,Other,Mississauga,High,Snack,Paneer Tikka,Protein,10,155.58,Loved the flavor!,4.3,Pinterest,loved flavor,0.636,Positive
U2067,45-54,Other,Toronto,Medium,Dinner,Paneer Tikka,Dairy,1,164.24,Delicious and quick to make!,3.1,Pinterest,delicious quick make,0.6114,Positive
U2068,18-24,Other,Ottawa,Low,Breakfast,Butter Chicken,Grains,6,142.67,Too spicy for me.,4.4,YouTube,spicy,0.0,Negative
U2069,55-64,Female,Markham,Low,Lunch,Tandoori Chicken,Vegetables,4,70.03,Would definitely try again!,4.1,Walmart Online,would definitely try,0.4574,Positive
U2070,18-24,Female,Hamilton,Low,Snack,Biryani,Grains,4,121.09,"Great recipe, easy to follow.",1.6,Pinterest,great recipe easy follow,0.7906,Positive
U2071,18-24,Other,London,Medium,Dinner,Paneer Tikka,Dairy,1,111.92,Too spicy for me.,2.0,YouTube,spicy,0.0,Negative
U2072,18-24,Other,Brampton,Low,Snack,Chole Bhature,Dairy,5,100.16,Tastes just like home cooking.,3.7,YouTube,tastes like home cooking,0.3612,Positive
U2073,35-44,Male,Windsor,Low,Snack,Rajma Chawal,Grains,9,125.71,"Great recipe, easy to follow.",4.9,Instagram,great recipe easy follow,0.7906,Positive
U2074,65+,Male,Markham,Medium,Breakfast,Butter Chicken,Spices,6,150.77,Delicious and quick to make!,2.5,Walmart Online,delicious quick make,0.6114,Positive
U2075,35-44,Female,London,Medium,Breakfast,Tandoori Chicken,Dairy,8,101.66,Would definitely try again!,1.9,Amazon Fresh,would definitely try,0.4574,Positive
U2076,65+,Female,Mississauga,Low,Lunch,Tandoori Chicken,Protein,4,113.14,Would definitely try again!,4.5,Facebook,would definitely try,0.4574,Positive
U2077,18-24,Male,Mississauga,Medium,Snack,Samosa,Vegetables,9,110.36,"Average taste, could be better.",1.8,YouTube,average taste could better,0.4404,Positive
U2078,55-64,Other,London,Medium,Dinner,Rajma Chawal,Vegetables,7,166.55,Loved the flavor!,3.8,Amazon Fresh,loved flavor,0.636,Positive
U2079,65+,Female,Markham,High,Snack,Chole Bhature,Dairy,7,109.72,"Great recipe, easy to follow.",1.1,Instagram,great recipe easy follow,0.7906,Positive
U2080,45-54,Other,London,Medium,Dinner,Paneer Tikka,Protein,8,70.62,Not authentic enough.,1.1,YouTube,authentic enough,0.0,Negative
U2081,45-54,Male,Ottawa,Low,Snack,Samosa,Grains,2,57.06,Delicious and quick to make!,2.8,Facebook,delicious quick make,0.6114,Positive
U2082,25-34,Female,Toronto,Medium,Dinner,Palak Paneer,Vegetables,6,134.51,Loved the flavor!,3.6,Walmart Online,loved flavor,0.636,Positive
U2083,65+,Female,Hamilton,Medium,Snack,Chole Bhature,Protein,7,89.57,"Great recipe, easy to follow.",1.6,Amazon Fresh,great recipe easy follow,0.7906,Positive
U2084,55-64,Male,Ottawa,Low,Snack,Biryani,Protein,3,146.75,"Average taste, could be better.",4.1,Walmart Online,average taste could better,0.4404,Positive
U2085,35-44,Female,Brampton,High,Lunch,Rajma Chawal,Spices,8,66.75,"Great recipe, easy to follow.",1.5,Amazon Fresh,great recipe easy follow,0.7906,Positive
U2086,18-24,Male,London,Medium,Breakfast,Butter Chicken,Dairy,1,98.44,"Average taste, could be better.",3.1,Instagram,average taste could better,0.4404,Positive
U2087,25-34,Female,Brampton,High,Breakfast,Paneer Tikka,Protein,1,66.78,Would definitely try again!,2.2,YouTube,would definitely try,0.4574,Positive
U2088,45-54,Male,Brampton,Medium,Dinner,Palak Paneer,Grains,10,137.38,Tastes just like home cooking.,4.0,YouTube,tastes like home cooking,0.3612,Positive
U2089,35-44,Female,Ottawa,Medium,Snack,Biryani,Vegetables,3,145.95,Would definitely try again!,4.2,Instagram,would definitely try,0.4574,Positive
U2090,35-44,Other,Hamilton,Medium,Snack,Butter Chicken,Spices,6,133.55,"Great recipe, easy to follow.",1.3,Facebook,great recipe easy follow,0.7906,Positive
U2091,18-24,Other,Markham,Medium,Breakfast,Paneer Tikka,Grains,7,76.56,Tastes just like home cooking.,1.8,Facebook,tastes like home cooking,0.3612,Positive
U2092,65+,Other,Mississauga,Medium,Dinner,Dal Makhani,Vegetables,2,90.17,Tastes just like home cooking.,4.6,Pinterest,tastes like home cooking,0.3612,Positive
U2093,45-54,Female,Toronto,High,Lunch,Dal Makhani,Dairy,6,129.37,Would definitely try again!,2.7,Amazon Fresh,would definitely try,0.4574,Positive
U2094,55-64,Female,Windsor,Medium,Lunch,Tandoori Chicken,Grains,5,52.49,"Average taste, could be better.",2.9,Facebook,average taste could better,0.4404,Positive
U2095,35-44,Other,Mississauga,High,Lunch,Palak Paneer,Vegetables,6,110.35,"Average taste, could be better.",1.7,Facebook,average taste could better,0.4404,Positive
U2096,18-24,Other,Hamilton,High,Snack,Palak Paneer,Spices,1,180.68,"Average taste, could be better.",5.0,Amazon Fresh,average taste could better,0.4404,Positive
U2097,55-64,Male,Windsor,High,Dinner,Dal Makhani,Vegetables,10,112.8,"Great recipe, easy to follow.",4.7,Pinterest,great recipe easy follow,0.7906,Positive
U2098,65+,Male,Mississauga,Medium,Breakfast,Samosa,Protein,7,60.46,"Great recipe, easy to follow.",1.0,Instagram,great recipe easy follow,0.7906,Positive
U2099,45-54,Male,London,Medium,Snack,Samosa,Spices,8,95.7,Tastes just like home cooking.,3.2,Walmart Online,tastes like home cooking,0.3612,Positive
U2100,65+,Other,London,Low,Snack,Tandoori Chicken,Grains,7,94.77,Loved the flavor!,4.5,Walmart Online,loved flavor,0.636,Positive
U2101,35-44,Other,Ottawa,Medium,Lunch,Paneer Tikka,Dairy,9,205.61,Loved the flavor!,2.7,Instagram,loved flavor,0.636,Positive
U2102,55-64,Other,Brampton,Low,Dinner,Samosa,Spices,1,186.63,Not authentic enough.,2.7,Walmart Online,authentic enough,0.0,Negative
U2103,55-64,Male,Windsor,Low,Dinner,Samosa,Spices,10,149.24,Loved the flavor!,2.5,Instagram,loved flavor,0.636,Positive
U2104,55-64,Female,Hamilton,Low,Lunch,Masala Dosa,Spices,9,106.28,Too spicy for me.,1.1,Amazon Fresh,spicy,0.0,Negative
U2105,35-44,Other,Hamilton,High,Lunch,Masala Dosa,Vegetables,3,168.03,Delicious and quick to make!,4.2,Amazon Fresh,delicious quick make,0.6114,Positive
U2106,35-44,Female,Mississauga,High,Lunch,Chole Bhature,Protein,2,74.66,Too spicy for me.,2.8,Pinterest,spicy,0.0,Negative
U2107,65+,Female,Ottawa,Medium,Snack,Masala Dosa,Dairy,6,163.06,Would definitely try again!,3.1,Facebook,would definitely try,0.4574,Positive
U2108,25-34,Female,Mississauga,Medium,Snack,Paneer Tikka,Dairy,5,157.12,Tastes just like home cooking.,2.0,Instagram,tastes like home cooking,0.3612,Positive
U2109,65+,Male,Mississauga,Medium,Snack,Paneer Tikka,Protein,4,113.95,Too spicy for me.,4.1,Facebook,spicy,0.0,Negative
U2110,45-54,Female,Hamilton,Medium,Breakfast,Masala Dosa,Vegetables,4,165.57,Loved the flavor!,4.2,Walmart Online,loved flavor,0.636,Positive
U2111,18-24,Other,Mississauga,Medium,Breakfast,Biryani,Vegetables,8,102.11,Tastes just like home cooking.,3.2,Instagram,tastes like home cooking,0.3612,Positive
U2112,55-64,Male,Brampton,Medium,Dinner,Butter Chicken,Protein,10,69.4,Delicious and quick to make!,4.6,YouTube,delicious quick make,0.6114,Positive
U2113,25-34,Other,Mississauga,Medium,Lunch,Tandoori Chicken,Protein,3,159.12,Not authentic enough.,1.5,Pinterest,authentic enough,0.0,Negative
U2114,18-24,Other,Windsor,Medium,Lunch,Paneer Tikka,Grains,1,116.59,"Great recipe, easy to follow.",4.1,YouTube,great recipe easy follow,0.7906,Positive
U2115,25-34,Male,Brampton,Medium,Snack,Dal Makhani,Vegetables,5,144.07,Not authentic enough.,3.2,Pinterest,authentic enough,0.0,Negative
U2116,65+,Other,Hamilton,Medium,Breakfast,Paneer Tikka,Spices,8,192.84,Delicious and quick to make!,1.9,Pinterest,delicious quick make,0.6114,Positive
U2117,35-44,Other,Ottawa,High,Lunch,Chole Bhature,Dairy,3,91.11,Loved the flavor!,1.5,Pinterest,loved flavor,0.636,Positive
U2118,55-64,Male,London,Low,Dinner,Paneer Tikka,Vegetables,2,114.26,Delicious and quick to make!,2.2,YouTube,delicious quick make,0.6114,Positive
